train_tss_values,val_tss_values,train_hss_values,val_hss_values,train_loss_values,val_loss_values,learning_rate,train_time,val_time
0.48047003864979465,0.541672532296744,0.38705354958774124,0.3471861392441963,0.5156146103026955,0.44805854953953933,0.0099,532.8455231301486,26.186482824385166
0.5585202654641575,0.5211170251340701,0.44866303429155724,0.5042631690450957,0.4554581893307547,0.3479639820369153,0.0099,528.2033081799746,25.910129979252815
0.5797762552650573,0.5505108843388571,0.47203190064902295,0.32094493499050203,0.43520916731435855,0.5992203467065902,0.0099,524.2356636375189,25.824267264455557
0.5926486196433365,0.5882827210303583,0.48761970952816014,0.47540275538070115,0.4290853914491455,0.36065864704894546,0.0099,527.6696078069508,25.604292504489422
0.6147127066066009,0.4343672805039942,0.5113265479745281,0.47478244140929354,0.41353063768608506,0.3666072482953715,0.000297,528.8508207015693,26.153033025562763
0.6466915959281673,0.5788004225730637,0.5447036044540284,0.4750916022748336,0.3864615334601309,0.35187816668446337,0.000297,524.6404146887362,25.833921391516924
0.6592244560396316,0.5644917254364957,0.5565105597360391,0.48525701666733895,0.3761766607602758,0.3468100777225055,0.000297,528.6832625865936,26.102261420339346
0.6653242617187421,0.5813478605552924,0.5637599469078374,0.46953435253559656,0.3722273866015096,0.35522701061764284,8.91e-06,525.6043478474021,24.609930351376534
0.6678434898235647,0.5809445253821123,0.5661776769293239,0.4726642303117823,0.36932775504406423,0.35386460353941496,8.91e-06,522.0241260267794,25.67276080325246
0.6672142347544389,0.5811860310896972,0.5662661486492035,0.4717915961647871,0.3704935158366844,0.3542950649601247,8.91e-06,527.3537142202258,25.86862565204501
0.6657586706057737,0.5807575820751298,0.5642506974166553,0.4715104220666626,0.3702920846177548,0.354228945766126,2.6729999999999996e-07,319.9376717545092,26.32463100552559
0.6685520293941943,0.5808378775625236,0.5665565619269803,0.4716422706922362,0.36997524564785345,0.354183994205508,2.6729999999999996e-07,741.0515305995941,38.764945689588785
0.6691034718473625,0.5809181730499171,0.5678510028154666,0.47177415659692445,0.36951851414748327,0.35414187398594643,8.018999999999999e-09,800.2321619801223,38.747732780873775
0.6683962735057721,0.5809181730499171,0.5666771215740016,0.47177415659692445,0.3689567809280712,0.35414219141038583,8.018999999999999e-09,800.405522570014,38.82406025007367
0.6682640944506821,0.5809181730499171,0.5666759842477347,0.47177415659692445,0.36900859483204407,0.3541418250553824,8.018999999999999e-09,785.6387393884361,38.907365906983614
0.6696639509311757,0.5809181730499171,0.5681040304242806,0.47177415659692445,0.369380853117405,0.3541416815554338,8.018999999999999e-09,803.6413995288312,37.265617340803146
0.6685348067334285,0.5809181730499171,0.5672263709390727,0.47177415659692445,0.36945146340275964,0.3541419283519017,8.018999999999999e-09,802.7028130404651,37.56799893453717
0.6659443575000942,0.5809181730499171,0.5645553711718709,0.47177415659692445,0.36946194784604186,0.35414146318036166,8.018999999999999e-09,801.5722036994994,38.2326128333807
0.6700388657777971,0.5809181730499171,0.5682056801973427,0.47177415659692445,0.3693291879160338,0.354141592702443,8.018999999999999e-09,801.4726458564401,38.65720595046878
0.667582918085623,0.5809181730499171,0.5659752358614634,0.47177415659692445,0.3695928436545183,0.3541417781038788,8.018999999999999e-09,801.117090806365,38.57226364687085
0.6673500775246383,0.5809181730499171,0.5659132252172395,0.47177415659692445,0.3699290243316493,0.35414153683513144,8.018999999999999e-09,801.5450833886862,38.64589334279299
0.6677687276370722,0.5809181730499171,0.5664345953495985,0.47177415659692445,0.3696496436535488,0.3541414116926748,8.018999999999999e-09,801.4589870758355,38.27193920314312
0.6692873268841282,0.5809181730499171,0.5683349397367973,0.47177415659692445,0.3690438802753176,0.35414145610311293,8.018999999999999e-09,801.4054237157106,38.65957249701023
0.6697840349267774,0.5809181730499171,0.567779593225821,0.47177415659692445,0.36943764031826076,0.3541416465104076,8.018999999999999e-09,801.5711753331125,38.45832485333085
0.667237811587771,0.5809181730499171,0.5661444042890779,0.47177415659692445,0.3698890958719539,0.3541413454322851,8.018999999999999e-09,803.0968931205571,38.62036683410406
0.6692126873547646,0.5809181730499171,0.5687485690527199,0.47177415659692445,0.36986052880089404,0.35414135630306753,8.018999999999999e-09,803.0737078078091,38.553754925727844
0.6674170216523964,0.5809181730499171,0.5657484564053014,0.47177415659692445,0.37052930240875565,0.3541412639094452,8.018999999999999e-09,803.1287453770638,38.527842439711094
0.668485330580694,0.5809181730499171,0.567030114409044,0.47177415659692445,0.36978066783861907,0.35414157801404084,8.018999999999999e-09,805.6622562371194,37.95833982899785
0.6668824418879855,0.5809181730499171,0.5658120864585046,0.47177415659692445,0.3698769956312147,0.35414118983317167,8.018999999999999e-09,802.5232054404914,38.620649702847004
0.6693206762908783,0.5809181730499171,0.568097181440686,0.47177415659692445,0.36951677229959295,0.35414158157474396,8.018999999999999e-09,801.3143228963017,38.59014458954334
