train_tss_values,val_tss_values,train_hss_values,val_hss_values,train_loss_values,val_loss_values,learning_rate,train_time,val_time
0.497836699925831,0.5334058530051333,0.41176169206161545,0.43466548556591367,0.5057698773363462,0.37210355543012497,0.0099,775.5920717790723,44.551847115159035
0.5954686022383655,0.5575774755948166,0.4931258499511067,0.3848229731574985,0.4337485582890132,0.41080895866772144,0.0099,764.1303086616099,43.6699272505939
0.613808407844654,0.4385059852572771,0.5092407186210564,0.4475154845733402,0.4166215416760399,0.3689715094324059,0.0099,764.8873822428286,43.52646676823497
0.6289506480213077,0.5493962286944765,0.5265996985600773,0.4029508340637922,0.40560683203287995,0.3958974686444147,0.0099,749.3440734408796,43.720703188329935
0.6429795220529981,0.5362476315421363,0.5451326221005626,0.41440406048395445,0.3960104190493719,0.39849631355023224,0.0099,760.8061655312777,41.54648147150874
0.6521068871609466,0.5431231534506364,0.556096361250917,0.38846175491333557,0.3875370655799858,0.4314262435010826,0.00297,764.4168010316789,41.1766003370285
0.6983094893595918,0.48933134248642507,0.6061473144817295,0.4146916414656886,0.3441197109283306,0.4060080317453346,0.00297,762.2543293312192,42.75565779954195
0.7166194453720927,0.5350345784250974,0.6280255169915915,0.3537837359170727,0.33171822828276515,0.5120927762126423,0.00297,760.2755946777761,43.45310867205262
0.7510217211322014,0.4582563275444761,0.6632463664607272,0.40598339295191044,0.30425266939430284,0.438872491482304,0.000891,759.6862539276481,43.741828661412
0.7604764972954616,0.4992079177493398,0.6762771698572451,0.38533294362028275,0.2946500626365797,0.4589763458476949,0.000891,759.7506011351943,43.53906275331974
0.7692821333154788,0.5055800761297596,0.6868016017427481,0.3773000129123324,0.28670745176854184,0.47784026531602136,0.0002673,759.8165280558169,43.674046620726585
0.788863101048264,0.48565504020549943,0.7080725621220977,0.3898828038057206,0.27135782634230476,0.46400696303667005,0.0002673,759.9023704715073,43.57171630486846
0.7914562934094992,0.4777650553381967,0.7121283353249099,0.39854654308832366,0.2683180280459615,0.46904985348068406,0.0002673,761.1978199705482,41.929048620164394
0.7991443981342156,0.47708116975325643,0.7210657374158154,0.4012447538667276,0.26149094523862004,0.46826603273747364,8.018999999999999e-05,763.5230614319444,43.47016467154026
0.8006349454669645,0.46711319427076936,0.7220992682331536,0.39865422005088946,0.26069171462082663,0.4627911448869712,8.018999999999999e-05,761.2341622412205,43.75328243523836
0.8011093580412783,0.4789553246323857,0.7238107581176224,0.40226187286670845,0.25958687436874384,0.47086407769940625,2.4056999999999997e-05,761.6447919122875,43.352145187556744
0.8038009181825181,0.47895156265233374,0.7268793160123804,0.3994361928278858,0.25792918754114696,0.47155894099855583,2.4056999999999997e-05,761.4106691069901,43.46774423122406
0.8047614106293154,0.46675103745872415,0.7275771929659733,0.3996775723517475,0.25756606980800056,0.46600976769584906,2.4056999999999997e-05,760.8399777188897,43.61876232177019
0.8051757123782455,0.47399549834048993,0.7281405282941111,0.3983475702485698,0.2572600794329236,0.47048350292051794,7.217099999999999e-06,759.5988352969289,43.35529371351004
0.8062127548257509,0.4764706162865124,0.7289253343103341,0.3996707147972938,0.25705846985622954,0.4724164639354349,7.217099999999999e-06,759.6913013271987,43.243492633104324
0.8044870657352805,0.47020469410333476,0.726486114063874,0.4000103854404779,0.2564718679193622,0.46994160876595165,2.16513e-06,760.6275543831289,42.65793116763234
0.8054837686529966,0.473664179167744,0.7277720629518746,0.3987740334913727,0.2568005250740008,0.47174405392600605,2.16513e-06,762.2541338093579,43.52195494994521
0.8084287659992009,0.47269146888895486,0.7304599678405687,0.39820695557952285,0.25492161031490046,0.47146110869197616,2.16513e-06,759.6490497551858,43.47295743972063
0.8057461067939864,0.4732057474577493,0.7279731660321926,0.3986906574265944,0.25534654647344723,0.4716049781858295,6.495389999999999e-07,760.1867640800774,43.03193052858114
0.8058377693647594,0.4753958026899747,0.7292615431321091,0.3995748426808586,0.25635916855669794,0.47207897450803343,6.495389999999999e-07,760.3414308875799,43.167649295181036
0.8075197868051706,0.47419387655618805,0.7294676540324574,0.3989676613463801,0.2557978042705844,0.47194724121194986,1.9486169999999996e-07,759.7392606139183,43.1594415679574
0.8050164007427897,0.4735929134892948,0.7273497859037131,0.39866360993602634,0.25531129753038,0.4719029510169795,1.9486169999999996e-07,759.6587725952268,43.331961404532194
0.8063839600626267,0.4735929134892948,0.729395299765286,0.39866360993602634,0.2556771314165627,0.47188761228880355,1.9486169999999996e-07,760.9145154282451,42.80047292634845
0.8052749131883175,0.47419387655618805,0.7277719122587846,0.3989676613463801,0.256308764192419,0.47190728976981333,5.8458509999999984e-08,763.6602797545493,39.85301045700908
0.80792685367821,0.47419387655618805,0.7308179664377609,0.3989676613463801,0.2553696000473932,0.4719083523431096,5.8458509999999984e-08,766.0677682422101,42.71019869670272
0.8054918365589545,0.474565623768084,0.7276716217557506,0.3992299692240872,0.2558484884390894,0.47194352311274135,1.7537552999999994e-08,520.4874125160277,29.118896666914225
0.8061670366919895,0.474565623768084,0.7294964195005678,0.3992299692240872,0.2557766046778012,0.47195727392348624,1.7537552999999994e-08,506.48143223300576,29.17791537567973
0.8056692534298696,0.47449435808963475,0.7287578299520947,0.39911957177843904,0.256307764381815,0.4719600712130458,1.7537552999999994e-08,507.397360265255,29.5551676787436
0.8083602839044506,0.47449435808963475,0.7302719508407284,0.39911957177843904,0.2561665307193135,0.47196177479043205,5.261265899999998e-09,502.44050270691514,29.236385364085436
0.8066397832061685,0.47449435808963475,0.7298520602280948,0.39911957177843904,0.2554200106175043,0.4719627867257294,5.261265899999998e-09,507.9285908676684,29.164194881916046
0.8054819123810781,0.47449435808963475,0.7284893977350072,0.39911957177843904,0.255201646216357,0.4719638830470277,5.261265899999998e-09,508.6657124310732,29.46035236492753
0.8048464450510151,0.47449435808963475,0.7279056826442833,0.39911957177843904,0.2560483402832268,0.47196620232994374,5.261265899999998e-09,508.7011484950781,29.40104604884982
0.8034273724784111,0.47449435808963475,0.7261559536334167,0.39911957177843904,0.25790840841364115,0.471969606324618,5.261265899999998e-09,508.7097912877798,27.89987302944064
0.8053364637705859,0.47449435808963475,0.7278724507837298,0.39911957177843904,0.25682207802310586,0.4719702517649315,5.261265899999998e-09,512.3463989309967,29.36504617333412
0.8049344721381095,0.47449435808963475,0.7273296016759607,0.39911957177843904,0.2556335198504922,0.47197024467514953,5.261265899999998e-09,509.40350084379315,29.209626346826553
